id,username,created_at,lng,lat,text
1.52E+18,DiegoA3110,Mon Apr 18 01:18:41 +0000 2022,-74.243671,4.2622835,Una de las metas *
1.52E+18,alinehollanda21,Mon Apr 18 01:18:47 +0000 2022,-38.51989,-3.789768,"simplesmente amando o @GrupoFirme no #Coachella pqp, eu preciso conhecer o Mexico 🤩🥳"
1.52E+18,manuelaragown,Mon Apr 18 01:18:49 +0000 2022,-40.2452325,-3.883402,Que ódio @coachella por que cortaram a Kim Petras pqp!!!!!
1.52E+18,iiiiiiiiiiwi,Mon Apr 18 01:19:02 +0000 2022,-35.214542,-5.9182125,👽
1.52E+18,lyndamariie,Mon Apr 18 01:19:17 +0000 2022,-95.4464865,29.838495,I AM BRICKED UP RN 😩😩😩
1.52E+18,white_james69,Mon Apr 18 01:20:04 +0000 2022,-83.804475,27.698682,Soccer is just football but for Americans #Coachella
1.52E+18,_rosalindadq,Mon Apr 18 01:20:16 +0000 2022,-70.6596155,-33.4521615,Estoy parando en loca cambiando los canales de coachella en YouTube a ver en cual sale la bichota 😆
1.52E+18,IamAlexRafael,Mon Apr 18 01:20:16 +0000 2022,-73.7925455,41.10429,@cartiertiffanyy @BunheadHQ Seriously- I’m f**kin tight right now! 🤬😡🤬😡 #Coachella
1.52E+18,cmdrredbeard,Mon Apr 18 01:20:21 +0000 2022,-86.1429225,39.7795625,"I heard about this, and the fact that a game’s central theme is being performed at Coachella is mind blowing"
1.52E+18,anele_booi,Mon Apr 18 01:20:31 +0000 2022,27.968098,-26.2761385,Don't you just love it when #Beychella always trends during #Coachella and that is called influence my darling Be… https://t.co/7nzoNrCJUI
1.52E+18,luizamaiscedo,Mon Apr 18 01:20:56 +0000 2022,-48.771081,-26.9669185,Essa aqui também pqp merece o mundo
1.52E+18,thelomartin,Mon Apr 18 01:21:04 +0000 2022,-95.4464865,29.838495,"this the Meg we wanted, yup"
1.52E+18,iammikedup,Mon Apr 18 01:21:09 +0000 2022,-122.4359785,37.7706565,i have never checked out @beabad00bee before so literally had no idea she’s a rising filipina singer but once again… https://t.co/wKH8pXqr2X
1.52E+18,miggiesmalls,Mon Apr 18 01:21:17 +0000 2022,-97.7858035,30.1409935,grupo firme on the coachella livestream &gt;&gt;&gt; https://t.co/jEXruV9guW
1.52E+18,johan_ken,Mon Apr 18 01:21:21 +0000 2022,-68.0963625,10.0875,My Queen 🤩😍🤤✨
1.52E+18,bcslv,Mon Apr 18 01:21:23 +0000 2022,-51.536475,-29.1058265,"Ela fez história apenas com a voz, um cropped e um short beira cu"
1.52E+18,euingridmaia,Mon Apr 18 01:21:25 +0000 2022,-68.2654835,-9.9997665,Anitta entregou absolutamente TUDO no Coachella. Apreciem esse diamante🫰
1.52E+18,maiajay_,Mon Apr 18 01:21:54 +0000 2022,-48.9664745,-26.2616895,Foi muito vibes aaaiiinnn
1.52E+18,ezlive324,Mon Apr 18 01:21:59 +0000 2022,139.797218,35.778089,3日目。beabadoobee流しながら作業。#Coachella
1.52E+18,madeinindio,Mon Apr 18 01:22:09 +0000 2022,-116.4208465,33.7792345,looking for 3 weekend 2 bracelets for Coachella 👀 lemme know
1.52E+18,kareniina,Mon Apr 18 01:22:15 +0000 2022,-103.335882,20.676652,El Carlo no me quiere por andar cantando “se fue la pantera” en la transmisión de Coachella ¡y puro grupo firme!
1.52E+18,kidyusuke,Mon Apr 18 01:22:33 +0000 2022,-80.651287,35.196751,"watching grupo firme’s set @ coachella on youtube, i need to be there man 😭"
1.52E+18,pyrrha,Mon Apr 18 01:22:51 +0000 2022,-84.4950895,39.172001,Yes!
1.52E+18,ErreHacheEfe,Mon Apr 18 01:22:58 +0000 2022,-112.3152115,33.4392955,Grupo Firme en Coachella. Salud.
1.52E+18,erisanng,Mon Apr 18 01:23:29 +0000 2022,-118.006657,33.8527355,It me.
1.52E+18,Reinator,Mon Apr 18 01:23:41 +0000 2022,-48.4597975,-1.2729295,Alguém aí com link funcionando pro show da Anitta no Coachella? 🥺
1.52E+18,TreexGod,Mon Apr 18 01:24:01 +0000 2022,-118.4119065,34.0207895,Second weekend of Coachella better be bussing like this one or Imma be blew 😭
1.52E+18,williaanxx,Mon Apr 18 01:24:02 +0000 2022,-51.0214005,-30.003961,Foda
