id,username,created_at,lng,lat,text
1.52E+18,am_alihaider,Mon Apr 18 01:24:18 +0000 2022,56.045241,25.467963,"sometimes, you will never know the value of a moment until it becomes a memory ❤...#am_alihaider #TrendingNow… https://t.co/BVrYFYDYMJ"
1.52E+18,gie0690,Mon Apr 18 01:24:27 +0000 2022,101.3794445,0.474831,BTS IS THE STANDARD!!!
1.52E+18,AscanioJhonelys,Mon Apr 18 01:24:35 +0000 2022,-71.6037715,-35.4224695,#BICHOTELLA #KAROLG #Coachella https://t.co/QYjjm9wB4S
1.52E+18,Desireeelynnn6,Mon Apr 18 01:24:52 +0000 2022,-122.0425445,47.542814,mike wazowski ain’t slick
1.52E+18,nataliesolange,Mon Apr 18 01:25:11 +0000 2022,-73.9685415,40.780709,They always have?
1.52E+18,luizamaiscedo,Mon Apr 18 01:25:18 +0000 2022,-48.771081,-26.9669185,Braba demais
1.52E+18,_italocastro,Mon Apr 18 01:25:29 +0000 2022,-38.51989,-3.789768,"Gente, alguém tem o link pra ver o show da Anitta no Coachella?"
1.52E+18,_nataly_14,Mon Apr 18 01:25:40 +0000 2022,-116.94195,33.729481,the performance was beautiful 🥲
1.52E+18,Devonninho,Mon Apr 18 01:25:40 +0000 2022,-96.835249,33.1501395,@RuPaul are u happy with the queen Pabllo at Coachella last night ?
1.52E+18,simply__mariahh,Mon Apr 18 01:26:01 +0000 2022,-117.104989,32.810012,of course my ghetto ass had to threaten the white boy selling me my coachella ticket makin sure he ain’t tryna scam 🤣🤣
1.52E+18,Hightimess1,Mon Apr 18 01:26:23 +0000 2022,-95.4464865,29.838495,My hottie is the hottest 🤠🤘🏾🥰🤘🏾
1.52E+18,chikymiranda,Mon Apr 18 01:26:28 +0000 2022,-72.2670745,5.2085745,Y puro Grupooooo Firmeeee #Coachella
1.52E+18,herminiojr_,Mon Apr 18 01:26:36 +0000 2022,-53.3988335,-25.060762,O povo do multishow que grava os shows do lollapaloozabr da um pau bonito no povo que ta gravando os shows do coachella
1.52E+18,thaqeefsidek,Mon Apr 18 01:26:51 +0000 2022,101.552669,3.05122,🥺🥺🥺
1.52E+18,ET_Times,Mon Apr 18 01:26:53 +0000 2022,-121.581229,37.004844,Is the Mandarin in Barcelona is that why they have the lisp? #yakuza #Barcelona #tokyovice #Coachella #Frankfurt… https://t.co/pkxOEmK32Z
1.52E+18,viuvodeadpetz,Mon Apr 18 01:27:08 +0000 2022,-9.107346,38.666255,não duvido
1.52E+18,luizamaiscedo,Mon Apr 18 01:27:20 +0000 2022,-48.771081,-26.9669185,Absurda meu deus
1.52E+18,ChicoFontaine69,Mon Apr 18 01:27:50 +0000 2022,-95.4464865,29.838495,"NGL, woulda lost my shit if I caught a Danny Elfman set at Coachella."
1.52E+18,white_james69,Mon Apr 18 01:28:02 +0000 2022,-83.804475,27.698682,It’s just been confirmed @swedishousemfia will be bringing out Jesus at the end of their set. Source was unsure if… https://t.co/LJ9AnjpVln
1.52E+18,TheGregoryE,Mon Apr 18 01:28:17 +0000 2022,-119.3066075,37.2691755,Maggie! That voice! #Coachella https://t.co/1aylzImBnq
1.51587E+18,mettiws,Mon Apr 18 01:30:18 +0000 2022,-47.261794,-22.843816,@coachella @YouTube @GrupoFirme JUSTICE FOR KIM PETRAS#TRANSPHOBIAATCOACHELLA
1.51587E+18,daysalvador,Mon Apr 18 01:30:25 +0000 2022,-59.9803255,-2.572425,E a jade no Coachella…Independe desde os 13E a 🐎 👵🏿 🏊‍♀️
1.51587E+18,emilybernay,Mon Apr 18 01:30:39 +0000 2022,-73.9685415,40.780709,Jesus would never have risen if He knew some of you’d be at Coachella today
1.51587E+18,SHUNYA_t,Mon Apr 18 01:31:06 +0000 2022,-116.21851,33.7203,Surreal Coachella Mainstage😭😭🇯🇵🇯🇵@kuma_power @88rising #coachella #88rising #宇多田ヒカル @ Coachella Music Festival https://t.co/IZUdeZmdgQ
1.51587E+18,dizaoinkyy,Mon Apr 18 01:31:57 +0000 2022,120.9338335,14.675515,Queens 🔥
1.51587E+18,LoganAPotter,Mon Apr 18 01:32:05 +0000 2022,-119.3066075,37.2691755,"… a few more Coachella photos feat. @QuinnXCII, @AlecBenjamin &amp; @rolemodel https://t.co/Ziz8OmK6FI"
1.51587E+18,bitetomlinson,Mon Apr 18 01:32:20 +0000 2022,-2.23348,53.4569525,"@vhrrybillie é gravado do coachella, ta? https://t.co/N8zU13HYa3"
1.51587E+18,helicarvalho_,Mon Apr 18 01:32:24 +0000 2022,-48.4597975,-1.2729295,@pabllovittar @coachella Ferveeeeu
1.51587E+18,Itsyoualigatie,Mon Apr 18 01:32:30 +0000 2022,115.9891865,-31.7728005,@aligatie let’s goooooo #Coachella #Coachella2022 #CoachellaAliGatie on #GOBI 7:25 🔥🤍🦋 #aligatie 🎶it’s you… https://t.co/KJJ28nkVgi
1.51587E+18,indira_remolina,Mon Apr 18 01:32:32 +0000 2022,-73.8311875,40.6708795,@DinamicasGteam Vela #Bichotella # Karol G #Coachella
1.51587E+18,Tumbaadientes,Mon Apr 18 01:32:34 +0000 2022,-106.4174305,31.793368,If you were at Coachella and didn't see Zay..... I'm cancelling you.
1.51587E+18,esejohnp,Mon Apr 18 01:32:35 +0000 2022,-117.173571,34.0528735,Sad but saw both y’all in Palm Springs 🔥🔥🔥🔥🔥🔥🔥🔥
1.51587E+18,altamaraa,Mon Apr 18 01:32:47 +0000 2022,-116.5172895,33.8250795,@sim1strauss
1.51587E+18,SLVTLVSTPPP,Mon Apr 18 01:33:21 +0000 2022,-75.770041,42.746617,Shouts to Coachella for realizing cartels also like festivals and can definitely afford all of the VIPS.
1.51587E+18,lmlookme,Mon Apr 18 01:33:35 +0000 2022,100.1115865,15.7113205,ดีจัง
1.51587E+18,carissaviel,Mon Apr 18 01:33:37 +0000 2022,120.9756555,14.712613,Sheesh Jackson! 😍
1.51587E+18,rachell0l,Mon Apr 18 01:34:17 +0000 2022,-93.3613205,46.4418605,everyone go watch run the jewels coachella set right nowwww
1.51587E+18,peurusso,Mon Apr 18 01:34:27 +0000 2022,-47.796623,-15.776254,"Mt ansioso pra assistir Anitta, Billie e Vittar no Coachella 💕"
1.51587E+18,chou_ivy0617,Mon Apr 18 01:34:34 +0000 2022,120.9558625,24.2208365,我很想看Coachella，但是我要跑pcr，至少讓我看到doja cat和the weeknd和joji
1.51587E+18,Itsyoualigatie,Mon Apr 18 01:34:37 +0000 2022,115.9891865,-31.7728005,@aligatie I can’t wait….. I’m soooo excited. I love you sooooo much Baby. #Coachella #Coachella2022 #aligatie @coachella
1.51587E+18,_biIlienotjeane,Mon Apr 18 01:34:44 +0000 2022,-87.9672925,43.0567225,The Coachella looks this year are soooo boring and bad
1.51587E+18,diegomitaz,Mon Apr 18 01:34:47 +0000 2022,-73.9487755,40.655138,@PopCrave She’s not performing and it’s the most relevant of Coachella
1.51587E+18,Hanslleey,Mon Apr 18 01:35:19 +0000 2022,-42.784823,-5.1863185,Panic 🙃
1.51587E+18,JDEVOH,Mon Apr 18 01:35:26 +0000 2022,-116.517221,33.85379,Happy Easter From Coachella 🐰 💪🏼 https://t.co/SF9gx5b4tc
1.51587E+18,tanyasanchez_,Mon Apr 18 01:35:50 +0000 2022,-119.3066075,37.2691755,going to Vomit she’s so fucking fine
1.51587E+18,carolynebfr,Mon Apr 18 01:36:00 +0000 2022,-43.441578,-22.9114215,MELHOR GIRLGROUP QUE JA EXISTIU eu amo voceeeesss 2ne111111
1.51587E+18,Noa_Drake,Mon Apr 18 01:36:09 +0000 2022,-119.3066075,37.2691755,Purgatory is being forced to make content at Coachella.
1.51587E+18,pilottanparoket,Mon Apr 18 01:36:19 +0000 2022,110.3451535,-7.736615,Toleransi ber agama yang dipupuk sejak masa sekolah kini dituangkan dalam sebuah lantunan lagu yang syahdu cocok un… https://t.co/A6JhPtBuVf
1.51587E+18,SweetButpxcol,Mon Apr 18 01:36:36 +0000 2022,-49.2884605,-25.4952495,Eu ver a Lana pertinho assim tenho ctz que eu desmaio ou morro
1.51587E+18,alteiiiya,Mon Apr 18 01:36:38 +0000 2022,125.399186,6.0412345,Gani iyang hairstyles jud pang out of this world hahaahahahahaha
1.51587E+18,aglailsonn,Mon Apr 18 01:36:38 +0000 2022,-38.51989,-3.789768,A Juliette parece que tá falando com os amigos próx dela p eles ficarem até tarde com ela em uma festa kkkkkkkk
1.51587E+18,elizabethgcruz,Mon Apr 18 01:37:18 +0000 2022,-118.4119065,34.0207895,watching the Coachella livestream and you did great @AlecBenjamin &lt;3
1.51587E+18,TayeHansberry,Mon Apr 18 01:37:27 +0000 2022,-116.5279,33.8443,"Coachella.. ZOEasis 1,2 or 3?  Way more to come.  @thezoereport Wearing @runawaythelabel top &amp; skirt… https://t.co/Y0EZdfDpmg"
1.51587E+18,mallorysahobbit,Mon Apr 18 01:38:39 +0000 2022,-95.4464865,29.838495,I met and saw @lights on Wednesday.#Utada AND #2NE1 played at Coachella this weekend. I have fully healed my inner… https://t.co/9uR8B77cGI
1.51587E+18,AhoyItsAJ,Mon Apr 18 01:38:39 +0000 2022,-83.1738665,32.6782075,Y’all swing this shit?? They’re killing it. I don’t understand a god damn word but I love it
1.51587E+18,kopijobi,Mon Apr 18 01:38:42 +0000 2022,121.0627355,14.683012,Hope that coachella is ready for @bbrightvc too. Hehe. @millimdk you nailed it. All Asian acts nailed it. Always ri… https://t.co/CWwXxOYCSu
1.51587E+18,sidneyprescub,Mon Apr 18 01:38:58 +0000 2022,-87.732013,41.8335845,Yoooo shut up! Billie Eilish did a cover of Feel Good Inc. at Coachella with the dude from The Gorillaz!?
1.51587E+18,GeekChiFu,Mon Apr 18 01:39:08 +0000 2022,-118.4119065,34.0207895,@EAustin1969 https://t.co/LEfPCscfyb
1.51587E+18,dimerostv,Mon Apr 18 01:39:49 +0000 2022,-49.2884605,-25.4952495,"@pabllovittar @coachella Foi incrível, HISTÓRICA!"
